,Company_Brand,Sector,Stage,Funding_Year,Amount($),HeadQuarter,Year_Founded,Sector_group
1023,Burgerama,Food Startup,Early Stage,2020,121526423.72,Gurugram,2018.0,Food & Agriculture
1024,Moms Co,HealthCare,Series (A-H),2020,8000000.0,Gurugram,2016.0,Healthcare
1025,DillyHub,Publication,Early Stage,2020,1400000.0,Seoul,2018.0,Other
1026,FPL Technologies,FinTech,Series (A-H),2020,10000000.0,Pune,2019.0,Technology
1027,FITTR,Fitness startup,Early Stage,2020,2000000.0,Pune,2016.0,Other
1028,Illumnus,EdTech Startup,Early Stage,2020,100000.0,Pune,2018.0,Technology
1029,CashKaro,E-commerce,Series (A-H),2020,10000000.0,Gurugram,2012.0,E-Commerce & Marketplace
1030,Newton School,EdTech Startup,Early Stage,2020,650000.0,Bangalore,2019.0,Technology
1031,Airmeet,Tech Startup,Series (A-H),2020,12000000.0,Bangalore,2019.0,Technology
1032,Observe ai,Tech,Series (A-H),2020,54000000.0,San Francisco,2017.0,Technology
1033,InCred,Finance,Latter Stage,2020,5000000.0,Mumbai,2016.0,Finance & Banking
1034,Toppr,EdTech,Series (A-H),2020,35000000.0,Mumbai,2013.0,Technology
1035,CarTrade,Car Trade,Series (A-H),2020,42500000.0,Mumbai,2009.0,Other
1036,LEAD School,EdtTech,Series (A-H),2020,28000000.0,Mumbai,2012.0,Technology
1037,Servify,Manufacturing,Series (A-H),2020,11370000.0,Mumbai,2015.0,Other
1038,Lido Learning,EdTech,Series (A-H),2020,7500000.0,Mumbai,2019.0,Technology
1039,Apna.co,Job portal,Series (A-H),2020,8000000.0,Bangalore,2019.0,Other
1040,Quintype Technologies,Tech,Series (A-H),2020,325000.0,Bangalore,2014.0,Technology
1041,Dunzo,Tech,Series (A-H),2020,28000000.0,Bangalore,2014.0,Technology
1042,Entropik,AI Platform,Series (A-H),2020,8000000.0,Bangalore,2016.0,Other
1043,Livspace,Home Design,Series (A-H),2020,9000000.0,Bangalore,2014.0,Other
1044,Ultraviolette Automotive,Automation,Series (A-H),2020,410000.0,Bangalore,2015.0,Autommotive & Transportation
1045,WinZO,Gaming,Series (A-H),2020,18000000.0,New Delhi,2016.0,Other
1046,SenseHawk,Solar SaaS,Series (A-H),2020,5000000.0,Bangalore,2016.0,Other
1047,Railofy,WL & RAC protection,Early Stage,2020,900000.0,Mumbai,2019.0,Other
1048,Eloelo,Social commerce,Early Stage,2020,450000.0,Bangalore,2020.0,E-Commerce & Marketplace
1049,Aibono,AgriTech,Early Stage,2020,2000000.0,Bangalore,2014.0,Technology
1050,BuildPan,SaaS startup,Early Stage,2020,500000.0,Indore,2019.0,Other
1051,Homelane,Home interior services,Latter Stage,2020,8000000.0,Bangalore,2014.0,Consulting & Services
1052,MyGlamm,Fashion,Series (A-H),2020,1000000.0,Mumbai,2015.0,Other
1053,Aviom,Finance,Latter Stage,2020,682000.0,New Delhi,2016.0,Finance & Banking
1054,Flinto,EdTech Startup,Early Stage,2020,7000000.0,Chennai,2013.0,Technology
1055,WayCool,Agritech startup,Series (A-H),2020,5060000.0,Chennai,2015.0,Technology
1056,YAP,API platform,Series (A-H),2020,4050000.0,Chennai,2014.0,Other
1057,Big Bang Boom Solutions,Deep Tech,Series (A-H),2020,1050000.0,Chennai,2018.0,Technology
1058,GUVI,EdTech Startup,Series (A-H),2020,800000.0,Chennai,2014.0,Technology
1059,BluSmart,Electricity,Early Stage,2020,7000000.0,Gurugram,2019.0,Other
1060,Cell Propulsion,Automotive company,Early Stage,2020,121526423.72,Bangalore,2017.0,Autommotive & Transportation
1061,MPL,Entertainment,Series (A-H),2020,50000000.0,Bangalore,2018.0,Other
1062,Spoonshot,FMCG,Early Stage,2020,1000000.0,Bangalore,2015.0,Other
1063,Pulse,FinTech,Early Stage,2020,750000.0,Mumbai,2015.0,Technology
1064,Groww,FinTech,Series (A-H),2020,30000000.0,Bangalore,2016.0,Technology
1065,i3 Systems,Insurance Tech,Early Stage,2020,1050000.0,Mumbai,2016.0,Technology
1066,SOAL,EdTech,Series (A-H),2020,1000000.0,Mumbai,2017.0,Technology
1067,OckyPocky,EdTech,Early Stage,2020,400000.0,Gurugram,2015.0,Technology
1068,Hippo Video,Video personalization,Series (A-H),2020,4000000.0,New York,2016.0,Other
1069,Hasura,Software Company,Series (A-H),2020,25000000.0,San Francisco,2017.0,Technology
1070,Qapita,FinTech,Early Stage,2020,1080000.0,Singapore,2019.0,Technology
1071,Sunday,FinTech,Early Stage,2020,9000000.0,Bangkok,2017.0,Technology
1072,Gamezop,Gaming,Series (A-H),2020,4300000.0,Gurugram,2015.0,Other
1073,Phool.co,Biomaterial startup,Early Stage,2020,1400000.0,Kanpur,2017.0,Other
1074,Chiratae Ventures,Venture capital,Early Stage,2020,121526423.72,Bangalore,2018.0,Other
1075,MedLife,Health,Unknown,2020,6800000.0,Bangalore,2014.0,Healthcare
1076,IDfy,IT,Series (A-H),2020,2110000.0,Mumbai,2011.0,Other
1077,True Balance,Finance,Series (A-H),2020,121526423.72,Gurugram,2014.0,Finance & Banking
1078,Bira91,Craft Beer,Unknown,2020,764000.0,New Delhi,2015.0,Other
1079,Max wholesale,E-commerce,Unknown,2020,603000.0,New Delhi,2016.0,E-Commerce & Marketplace
1080,Craftsvilla,E-commerce,Unknown,2020,409000.0,Mumbai,2011.0,E-Commerce & Marketplace
1081,MechMocha,Entertainment,Series (A-H),2020,292000.0,Bangalore,2011.0,Other
1082,Mindhouse,Healthtech,Unknown,2020,286000.0,Gurugram,2019.0,Technology
1083,DeepSync,AI startup,Unknown,2020,136000.0,Chandigarh,2018.0,Other
1084,Eruditus,Education,Unknown,2020,121526423.72,Mumbai,2010.0,Other
1085,Gradeup,Education,Unknown,2020,546000.0,Noida,2015.0,Other
1086,Tracxn,Investment,Series (A-H),2020,887000.0,Bangalore,2013.0,Other
1087,Purple Style Labs,Fashion,Unknown,2020,43000.0,Mumbai,2015.0,Other
1088,ProPhysio,Health,Unknown,2020,40900.0,Bangalore,2016.0,Healthcare
1089,Flickstree,Tech,Unknown,2020,40900.0,Mumbai,2014.0,Technology
1090,Settl,TravelTech,Unknown,2020,121526423.72,Gurugram,2015.0,Technology
1091,Fanspole,Entertainment,Early Stage,2020,121526423.72,Thane,2015.0,Other
1092,Sarva,Healthcare,Unknown,2020,121526423.72,Mumbai,2016.0,Healthcare
1093,Univ.ai,EdTech,Unknown,2020,121526423.72,Bangalore,2019.0,Technology
1094,PurohitJi,Linguistic Spiritual,Unknown,2020,121526423.72,Bangalore,Unknown,Other
1095,CredoLab,Tech,Series (A-H),2020,7000000.0,Singapore,2015.0,Technology
1096,Brick&Bolt,Construction,Series (A-H),2020,2200000.0,Bangalore,2018.0,Other
1097,Grinntech,Battery manufacturer,Unknown,2020,2000000.0,Chennai,2013.0,Other
1098,6Degree,Fashion,Unknown,2020,340000.0,Mumbai,2014.0,Other
1099,Exprs,Nano Distribution Network,Unknown,2020,5660000.0,nan,2018.0,Other
1100,Bikayi,E-commerce,Early Stage,2020,2000000.0,Hyderabad,2019.0,E-Commerce & Marketplace
1101,Virtual Forest,Tech,Unknown,2020,121526423.72,Bangalore,2019.0,Technology
1102,The Health company,AI health,Unknown,2020,350000.0,Gurugram,2018.0,Healthcare
1103,TrulyMadly Matchmakers,Dating app,Early Stage,2020,110000.0,Gurugram,2014.0,Other
1104,TrueFan,Media,Early Stage,2020,4300000.0,Mumbai,2020.0,Other
1105,Fanspole,Gaming,Early Stage,2020,121526423.72,Mumbai,2015.0,Other
1106,Byju's,EdTech,Unknown,2020,122000000.0,Bangalore,2011.0,Technology
1107,Avail Finance,Fintech,Series (A-H),2020,11635000.0,Bangalore,2017.0,Technology
1108,The Money Club,AI,Unknown,2020,121526423.72,Delhi,Unknown,Other
1109,Virohan,Healthcare/Edtech,Early Stage,2020,2800000.0,Gurugram,2018.0,Technology
1110,OneCode,Social Commerce,Early Stage,2020,121526423.72,Gurugram,Unknown,E-Commerce & Marketplace
1111,Verloop.io,AI,Unknown,2020,5000000.0,nan,2015.0,Other
1112,Otipy,Agritech/Commerce,Early Stage,2020,1000000.0,nan,2020.0,Technology
1113,Evage,Mobility tech,Unknown,2020,121526423.72,Chandigarh,2014.0,Technology
1114,LEAD School,EdTech,Series (A-H),2020,28000000.0,Mumbai,2012.0,Technology
1115,Trell,Social e-commerce,Series (A-H),2020,11000000.0,Bangalore,2016.0,E-Commerce & Marketplace
1116,Captain Fresh,Food & Logistics,Early Stage,2020,2300000.0,Bangalore,2019.0,Food & Agriculture
1117,Teachmint,EdTech,Unknown,2020,121526423.72,Bangalore,Unknown,Technology
1118,Pixxel,SpaceTech,Early Stage,2020,5000000.0,Bangalore,2019.0,Technology
1119,Habbit Health,Nutrition Tech,Early Stage,2020,121526423.72,Delhi,2019.0,Technology
1120,SmarterBiz,Tech,Early Stage,2020,1065000.0,Bangalore,2014.0,Technology
1121,Able Jobs,HR,Unknown,2020,2000000.0,Bangalore,2019.0,Other
1122,Vieroots,Healthtech,Unknown,2020,121526423.72,Kochi,2018.0,Technology
1123,Stack Finance,Fintech,Early Stage,2020,121526423.72,Bangalore,2019.0,Technology
1124,FPL Technologies,Fintech,Series (A-H),2020,10000000.0,Pune,Unknown,Technology
1125,Masai School,EdTech,Series (A-H),2020,2500000.0,Bangalore,2019.0,Technology
1126,Mitron,Media,Series (A-H),2020,5000000.0,Bangalore,Unknown,Other
1127,Daalchini,IoT,Early Stage,2020,669000.0,nan,2017.0,Other
1128,Suno India,Media,Angel and Grants,2020,121526423.72,nan,2018.0,Other
1129,LendingKart,Fintech,Series (A-H),2020,16076000.0,Ahmedabad,2014.0,Technology
1130,Text Mercato,nan,Series (A-H),2020,649600.0,Bangalore,2015.0,Other
1131,Eden Smart Homes,IoT,Unknown,2020,121526423.72,nan,2018.0,Other
1132,GrayQuest,EdTech,Early Stage,2020,1000000.0,Mumbai,2017.0,Technology
1133,BigHaat,Agritech,Early Stage,2020,2000000.0,Bangalore,2015.0,Technology
1134,CityCash,Fintech,Early Stage,2020,1000000.0,Mumbai,2017.0,Technology
1135,HomeLane,Interior design,Series (A-H),2020,1000000.0,Chennai,2014.0,Other
1136,HungerBox,Foodtech,Series (A-H),2020,6700000.0,Bangalore,2015.0,Technology
1137,DaveAI,AI,Unknown,2020,121526423.72,Bangalore,Unknown,Other
1138,Eduvanz,Fintech,Series (A-H),2020,5000000.0,Mumbai,2016.0,Technology
1139,ZipLoan,Fintech,Unknown,2020,2000000.0,Delhi,2015.0,Technology
1140,DocSumo,AI,Early Stage,2020,220000.0,Mumbai,2019.0,Other
1141,CUSMAT,AR/VR,Unknown,2020,121526423.72,Warangal,2016.0,Other
1142,Chingari,Media,Early Stage,2020,1300000.0,Bangalore,2018.0,Other
1143,Bolo Indya,Media,Early Stage,2020,300000.0,Gurugram,Unknown,Other
1144,Data Sutram,AI,Unknown,2020,266500.0,Kolkata,2018.0,Other
1145,Wobot Intelligence,AI,Early Stage,2020,2500000.0,Delhi,Unknown,Other
1146,DrinkPrime,Appliance,Early Stage,2020,2879000.0,Bangalore,Unknown,Other
1147,Infeedo,HR tech,Unknown,2020,700000.0,Gurugram,2013.0,Technology
1148,Probus Smart Things,IoT,Early Stage,2020,121526423.72,Delhi,Unknown,Other
1149,CrowdPouch,Tech,Angel and Grants,2020,121526423.72,Bangalore,Unknown,Technology
1150,Rebel Foods,Food tech,Series (A-H),2020,26500000.0,Mumbai,2011.0,Technology
1151,Hevo,Tech,Series (A-H),2020,8000000.0,Bangalore,2017.0,Technology
1152,BigSpoon Foods,Foodtech,Early Stage,2020,2000000.0,Ahmedabad,2019.0,Technology
1153,Chingari,Media,Early Stage,2020,1000000.0,Bangalore,Unknown,Other
1154,ShareChat,Media,Unknown,2020,351000.0,Bangalore,2015.0,Other
1155,DatStop,Hospitality,Unknown,2020,121526423.72,Delhi,Unknown,Other
1156,IPHM Services,Mental Health,Early Stage,2020,121526423.72,Mumbai,Unknown,Healthcare
1157,Wellcure,Healthtech,Unknown,2020,200000.0,Gurugram,Unknown,Technology
1158,VilCart,Ecommerce,Latter Stage,2020,121526423.72,Bangalore,2018.0,E-Commerce & Marketplace
1159,Firescore,Gaming,Unknown,2020,500000.0,Mumbai,Unknown,Other
1160,BulBul,Social commerce,Unknown,2020,121526423.72,Gurugram,2018.0,E-Commerce & Marketplace
1161,Toppr,Edtech,Series (A-H),2020,46761000.0,Mumbai,2013.0,Technology
1162,Pickright Technologies,Fintech,Early Stage,2020,175000.0,Bangalore,2019.0,Technology
1163,Muse Wearables,Tech,Unknown,2020,3000000.0,Chennai,2018.0,Technology
1164,SATYA Microcapital,Fintech,Unknown,2020,121526423.72,Delhi,1995.0,Technology
1165,WYN Studio,Media,Early Stage,2020,121526423.72,Gurugram,Unknown,Other
1166,Fourth Partner Energy,Solar Solution,Unknown,2020,15000000.0,Bangalore,2010.0,Other
1167,Entri,Edtech,Early Stage,2020,1700000.0,Kochi,2017.0,Technology
1168,Snack Amor,Foodtech,Unknown,2020,121526423.72,Mumbai,2017.0,Technology
1169,MPowered,SaaS,Early Stage,2020,21000000.0,Gurugram,Unknown,Other
1170,Leap Club,Social e-commerce,Unknown,2020,121526423.72,Gurugram,2020.0,E-Commerce & Marketplace
1171,Ather Energy,Automobile,Series (A-H),2020,11241000.0,Bangalore,2013.0,Autommotive & Transportation
1172,Gigforce,HR tech,Unknown,2020,804000.0,Bangalore,Unknown,Technology
1173,Vegrow,Agritech,Early Stage,2020,2500000.0,Bangalore,2020.0,Technology
1174,Finn,Fintech,Early Stage,2020,121526423.72,Bangalore,2019.0,Technology
1175,Bijnis,B2B marketplace,Series (A-H),2020,10000000.0,nan,2015.0,E-Commerce & Marketplace
1176,iNurture,Edtech,Unknown,2020,1340000.0,Bangalore,2009.0,Technology
1177,StyleDotMe,Fashion Tech,Early Stage,2020,467000.0,Gurugram,2014.0,Technology
1178,Ripsey,Nutrition tech,Unknown,2020,133000.0,Mumbai,2018.0,Technology
1179,ThriveFNC,Health & Wellness,Early Stage,2020,121526423.72,Pune,2017.0,Healthcare
1180,Vedantu,Edtech,Series (A-H),2020,100000000.0,Bangalore,2011.0,Technology
1181,Magicpin,nan,Series (A-H),2020,7000000.0,Gurugram,2015.0,Other
1182,Procol,Agritech,Unknown,2020,3823000.0,Delhi,2018.0,Technology
1183,Yumlane,Cloud Kitchen,Early Stage,2020,1000000.0,Mumbai,2016.0,Other
1184,Crio,Edtech,Unknown,2020,934000.0,Bangalore,2018.0,Technology
1185,Openapp,IoT,Unknown,2020,500000.0,Bangalore,Unknown,Other
1186,PumPumPum,IoT/Automobile,Unknown,2020,293000.0,Gurugram,Unknown,Autommotive & Transportation
1187,uFony Services Pvt ltd,Edtech,Unknown,2020,121526423.72,Pune,Unknown,Technology
1188,Protinus Fashion Networking Pvt Ltd,Fashion,Early Stage,2020,121526423.72,Mumbai,2015.0,Other
1189,Uable,Edtech,Early Stage,2020,121526423.72,Bangalore,Unknown,Technology
1190,ParkSmart,IoT,Unknown,2020,198000.0,Delhi,2019.0,Other
1191,Plum,Healthtech,Early Stage,2020,927000.0,Bangalore,2019.0,Technology
1192,IncNut Digital,Ecommerce,Series (A-H),2020,4000000.0,Hyderabad,2011.0,E-Commerce & Marketplace
1193,GigIndia,Tech,Early Stage,2020,971000.0,Pune,2017.0,Technology
1194,Specsmaker,Eye Wear,Unknown,2020,3060000.0,Chennai,2007.0,Other
1195,Piggy Ride,SaaS,Early Stage,2020,1862000.0,Bangalore,Unknown,Other
1196,Chai Waale,Beverage,Unknown,2020,232000.0,Chennai,2018.0,Food & Agriculture
1197,NOTO,Food,Early Stage,2020,121526423.72,Mumbai,Unknown,Food & Agriculture
1198,Cuemath,Edtech,Series (A-H),2020,2888000.0,Bangalore,2013.0,Technology
1199,Cars24,Automobile,Unknown,2020,1328000.0,Gurugram,2015.0,Autommotive & Transportation
1200,JetSynthesys,Digital tech,Unknown,2020,40000000.0,Pune,2012.0,Technology
1201,Earth Energy EV,Automobile,Early Stage,2020,121526423.72,Mumbai,2017.0,Autommotive & Transportation
1202,Green Cure,Health & Wellness,Unknown,2020,121526423.72,Delhi,2015.0,Healthcare
1203,Blue Sky Analytics,Data Intelligence,Early Stage,2020,1200000.0,Gurugram,2018.0,Other
1204,Edhusk,Edtech,Unknown,2020,121526423.72,Jaipur,2017.0,Technology
1205,Decentro,Fintech,Series (A-H),2020,15500000.0,Bangalore,2020.0,Technology
1206,Zolostays,Co-living,Series (A-H),2020,56000000.0,Bangalore,2015.0,Other
1207,Frontier Markets,Ecommerce,Early Stage,2020,2250000.0,Jaipur,2011.0,E-Commerce & Marketplace
1208,Brainwired,Agritech,Unknown,2020,121526423.72,Kerala,2018.0,Technology
1209,Aye Finance,Fintech,Series (A-H),2020,16753000.0,Gurugram,2014.0,Technology
1210,Paper Boat,Food & Beverages,Unknown,2020,3700000.0,Gurugram,2013.0,Food & Agriculture
1211,Ken42,Edtech,Unknown,2020,1470000.0,Bangalore,2019.0,Technology
1212,Forbidden Foods,Food,Early Stage,2020,1000000.0,Delhi,Unknown,Food & Agriculture
1213,Universal Sportsbiz,Fashion,Unknown,2020,530000.0,Bangalore,2012.0,Other
1214,Gobbly,Retail Tech,Early Stage,2020,500000.0,Gurugram,Unknown,Technology
1215,Aerostrovilos,Automotive,Unknown,2020,121526423.72,Chennai,Unknown,Autommotive & Transportation
1216,Mitron,Media,Early Stage,2020,267000.0,Bangalore,Unknown,Other
1217,Bulk MRO,B2B,Unknown,2020,3344000.0,Mumbai,2015.0,Other
1218,Inspektlabs,AI,Early Stage,2020,600000.0,Delhi,2019.0,Other
1219,Big Bang Boom Solutions,Defense tech,Series (A-H),2020,1000000.0,Chennai,2018.0,Technology
1220,Flinto,Edtech,Early Stage,2020,7200000.0,Chennai,2013.0,Technology
1221,Zetwerk,Marketplace,Series (A-H),2020,21000000.0,Bangalore,2018.0,E-Commerce & Marketplace
1222,ChitMonks,Fintech,Early Stage,2020,650000.0,Hyderabad,2016.0,Technology
1223,Walrus,Fintech,Early Stage,2020,121526423.72,Bangalore,2019.0,Technology
1224,Arth Designbuild,Construction tech,Unknown,2020,1100000.0,Hyderebad,Unknown,Technology
1225,goDutch,Fintech,Early Stage,2020,1700000.0,Mumbai,Unknown,Technology
1226,Rusk Media,Digital Media,Early Stage,2020,121526423.72,Delhi,2019.0,Other
1227,Bold Care,Health & Wellness,Early Stage,2020,121526423.72,Mumbai,2019.0,Healthcare
1228,Samosa Party,Food,Unknown,2020,121526423.72,Bangalore,2017.0,Food & Agriculture
1229,High Street Essentials,Ecommerce,Early Stage,2020,2743000.0,New Delhi,2012.0,E-Commerce & Marketplace
1230,Byju's,Edtech,Unknown,2020,121526423.72,Bangalore,2011.0,Technology
1231,Slice,Fintech,Early Stage,2020,6082000.0,Bangalore,2016.0,Technology
1232,Bombay Play,Gaming,Early Stage,2020,1500000.0,Bangalore,Unknown,Other
1233,Fullife,Healthtech,Unknown,2020,6609000.0,Mumbai,2011.0,Technology
1234,Oziva,Nutrition,Series (A-H),2020,5000000.0,nan,2016.0,Other
1235,Aye Finance,Fintech,Series (A-H),2020,27700000.0,Gurugram,2014.0,Technology
1236,Aether Biomedical,Medtech,Early Stage,2020,121526423.72,Delhi,2016.0,Technology
1237,91springboard,Coworking,Unknown,2020,5940000.0,Delhi,2012.0,Other
1238,Yulu,Micro-mobiity,Unknown,2020,3964000.0,nan,Unknown,Other
1239,Milkbasket,Logistics,Unknown,2020,5500000.0,Gurugram,2015.0,Autommotive & Transportation
1240,MergerDomo,Marketplace,Unknown,2020,197000.0,Noida,2018.0,E-Commerce & Marketplace
1241,GoMechanic,Auto-tech,Series (A-H),2020,121526423.72,Delhi,2016.0,Technology
1242,Milk Mantra,Food,Unknown,2020,10000000.0,Odisha,2009.0,Food & Agriculture
1243,Myglamm,Beauty,Unknown,2020,4327000.0,Mumbai,2015.0,Other
1244,Drishti Technologies,AI,Series (A-H),2020,25000000.0,Bangalore,Unknown,Other
1245,Instasolv,Edtech,Early Stage,2020,2000000.0,Noida,2019.0,Technology
1246,GoldenPi,Fintech,Unknown,2020,459000.0,Bangalore,2017.0,Technology
1247,Peppermint,Robotics,Early Stage,2020,121526423.72,nan,2020.0,Other
1248,Sarva,Yoga & wellness,Unknown,2020,121526423.72,Mumbai,Unknown,Healthcare
1249,Jai Kisan,Fintech,Early Stage,2020,3937000.0,Mumbai,2017.0,Technology
1250,Agro2o,Agritech,Unknown,2020,121526423.72,New Delhi,Unknown,Technology
1251,LetsTransport,Logitech,Unknown,2020,1313500.0,Bangalore,2015.0,Technology
1252,GabbarDeals,Ecommerce,Unknown,2020,121526423.72,Pune,Unknown,E-Commerce & Marketplace
1253,Crimson Healthcare,Med Tech,Unknown,2020,229800.0,Delhi,2015.0,Technology
1254,Biomoneta,Life sciences,Early Stage,2020,121526423.72,Bangalore,Unknown,Other
1255,Edvizo,Edtech,Early Stage,2020,150000.0,Bangalore,Unknown,Technology
1256,Servify,SaaS,Series (A-H),2020,11370000.0,Mumbai,Unknown,Other
1257,Drum Food,Food,Unknown,2020,5305000.0,Mumbai,Unknown,Food & Agriculture
1258,Innoviti,SaaS,Series (A-H),2020,121526423.72,Bangalore,2002.0,Other
1259,Jiffy ai,AI,Series (A-H),2020,18000000.0,nan,2018.0,Other
1260,Postman,Tech,Series (A-H),2020,150000000.0,nan,2014.0,Technology
1261,F5,Retail Aggregator,Unknown,2020,121526423.72,nan,2018.0,Other
1262,Waycool,Agritech,Series (A-H),2020,5500000.0,Chennai,2015.0,Technology
1263,Myelin Foundry,Deep Tech AI,Unknown,2020,121526423.72,nan,2019.0,Technology
1264,Ameliorate Biotech,Biotech,Angel and Grants,2020,264000.0,Bangalore,Unknown,Technology
1265,Hapramp,Blockchain,Unknown,2020,1000000.0,Gurugram,2018.0,Other
1266,MyKaam,HrTech,Unknown,2020,121526423.72,Bangalore,2016.0,Technology
1267,HealthPlix,Healthtech,Series (A-H),2020,6000000.0,Bangalore,2016.0,Technology
1268,YoloBus,Mobility/Transport,Series (A-H),2020,3300000.0,Gurugram,2019.0,Autommotive & Transportation
1269,iNurture Education,Edtech,Unknown,2020,4000000.0,nan,Unknown,Technology
1270,Pocket52,Gaming,Series (A-H),2020,1750000.0,Bangalore,2017.0,Other
1271,QuaQua,Travel,Unknown,2020,1000000.0,Hyderabad,2016.0,Other
1272,Crofarm,Agritech,Unknown,2020,1000000.0,Delhi,2016.0,Technology
1273,Timios,Foodtech,Early Stage,2020,121526423.72,Bangalore,Unknown,Technology
1274,Wooden Street,Ecommerce,Series (A-H),2020,3000000.0,Jaipur,2015.0,E-Commerce & Marketplace
1275,BankBazaar,Fintech,Series (A-H),2020,5967000.0,Chennai,2008.0,Technology
1276,Rentmojo,Rental,Unknown,2020,2980000.0,Bangalore,2012.0,Other
1277,Credgencies,AI & Debt,Early Stage,2020,121526423.72,nan,2018.0,Other
1278,Knorish,SaaS/Edtech,Early Stage,2020,323000.0,Delhi,Unknown,Technology
1279,LetsTransport,Logitech,Unknown,2020,1326000.0,Bangalore,2015.0,Technology
1280,Vahak,Transport,Early Stage,2020,121526423.72,nan,2017.0,Autommotive & Transportation
1281,Nutrova,Nutrition,Early Stage,2020,121526423.72,Mumbai,2013.0,Other
1282,Cube Wealth,SaaS,Latter Stage,2020,500000.0,Mumbai,2018.0,Other
